config,timestamp,latency_ms,throughput_mvps,edges_per_sec_m,per_vertex_ns
bfs_rank_inorder_pcm_1k_deg8,2025-11-17T11:53:55.597268,150.64,1.74,27.84,2298.65
bfs_rank_inorder_pcm_4k_deg16,2025-11-17T11:53:55.606959,150.64,1.74,27.84,2298.65
bfs_rank_inorder_pcm_4k_deg8,2025-11-17T11:53:55.616648,150.64,1.74,27.84,2298.65
bfs_rank_inorder_pcm_64k_deg16,2025-11-17T11:53:55.626404,150.64,1.74,27.84,2298.65
bfs_rank_inorder_pcm_64k_deg8,2025-11-17T11:53:55.636649,150.64,1.74,27.84,2298.65
bfs_rank_inorder_reram_16k_deg16,2025-11-17T11:53:55.646243,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_16k_deg8,2025-11-17T11:53:55.656060,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_1k_deg16,2025-11-17T11:53:55.665559,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_1k_deg8,2025-11-17T11:53:55.675204,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_4k_deg16,2025-11-17T11:53:55.684882,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_4k_deg8,2025-11-17T11:53:55.694894,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_64k_deg16,2025-11-17T11:53:55.705053,43.54,6.02,96.32,664.42
bfs_rank_inorder_reram_64k_deg8,2025-11-17T11:53:55.714604,43.54,6.02,96.32,664.42
bfs_rank_inorder_sram_16k_deg16,2025-11-17T11:53:55.726030,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_16k_deg8,2025-11-17T11:53:55.736419,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_1k_deg16,2025-11-17T11:53:55.746548,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_1k_deg8,2025-11-17T11:53:55.755443,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_4k_deg16,2025-11-17T11:53:55.765023,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_4k_deg8,2025-11-17T11:53:55.775474,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_64k_deg16,2025-11-17T11:53:55.786095,20.27,12.93,206.89,309.34
bfs_rank_inorder_sram_64k_deg8,2025-11-17T11:53:55.795935,20.27,12.93,206.89,309.34
bfs_rank_inorder_sttmram_16k_deg16,2025-11-17T11:53:55.806010,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_16k_deg8,2025-11-17T11:53:55.815702,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_1k_deg16,2025-11-17T11:53:55.825617,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_1k_deg8,2025-11-17T11:53:55.835643,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_4k_deg16,2025-11-17T11:53:55.844493,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_4k_deg8,2025-11-17T11:53:55.852962,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_64k_deg16,2025-11-17T11:53:55.861022,66.15,3.96,63.41,1009.3
bfs_rank_inorder_sttmram_64k_deg8,2025-11-17T11:53:55.869070,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_dram_16k_deg16,2025-11-17T11:53:55.879699,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_16k_deg8,2025-11-17T11:53:55.889850,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_1k_deg16,2025-11-17T11:53:55.899541,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_1k_deg8,2025-11-17T11:53:55.909945,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_4k_deg16,2025-11-17T11:53:55.919796,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_4k_deg8,2025-11-17T11:53:55.930997,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_64k_deg16,2025-11-17T11:53:55.942435,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_dram_64k_deg8,2025-11-17T11:53:55.952499,68.0,3.86,61.68,1037.53
bfs_rank_simple_alu_pcm_16k_deg16,2025-11-17T11:53:55.962263,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_16k_deg8,2025-11-17T11:53:55.972308,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_1k_deg16,2025-11-17T11:53:55.981733,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_1k_deg8,2025-11-17T11:53:55.991392,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_4k_deg16,2025-11-17T11:53:56.000956,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_4k_deg8,2025-11-17T11:53:56.010208,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_64k_deg16,2025-11-17T11:53:56.020609,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_pcm_64k_deg8,2025-11-17T11:53:56.030318,150.64,1.74,27.84,2298.65
bfs_rank_simple_alu_reram_16k_deg16,2025-11-17T11:53:56.039540,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_16k_deg8,2025-11-17T11:53:56.048949,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_1k_deg16,2025-11-17T11:53:56.058293,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_1k_deg8,2025-11-17T11:53:56.067933,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_4k_deg16,2025-11-17T11:53:56.077319,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_4k_deg8,2025-11-17T11:53:56.086881,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_64k_deg16,2025-11-17T11:53:56.097283,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_reram_64k_deg8,2025-11-17T11:53:56.107496,43.54,6.02,96.32,664.42
bfs_rank_simple_alu_sram_16k_deg16,2025-11-17T11:53:56.116948,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_16k_deg8,2025-11-17T11:53:56.128279,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_1k_deg16,2025-11-17T11:53:56.138545,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_1k_deg8,2025-11-17T11:53:56.148691,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_4k_deg16,2025-11-17T11:53:56.158231,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_4k_deg8,2025-11-17T11:53:56.168480,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_64k_deg16,2025-11-17T11:53:56.178379,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sram_64k_deg8,2025-11-17T11:53:56.189410,20.27,12.93,206.89,309.34
bfs_rank_simple_alu_sttmram_16k_deg16,2025-11-17T11:53:56.199120,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_16k_deg8,2025-11-17T11:53:56.210136,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_1k_deg16,2025-11-17T11:53:56.220330,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_1k_deg8,2025-11-17T11:53:56.229897,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_4k_deg16,2025-11-17T11:53:56.239762,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_4k_deg8,2025-11-17T11:53:56.249218,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_64k_deg16,2025-11-17T11:53:56.258475,66.15,3.96,63.41,1009.3
bfs_rank_simple_alu_sttmram_64k_deg8,2025-11-17T11:53:56.267647,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_dram_16k_deg16,2025-11-17T11:53:56.277321,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_16k_deg8,2025-11-17T11:53:56.287422,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_1k_deg16,2025-11-17T11:53:56.296767,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_1k_deg8,2025-11-17T11:53:56.305855,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_4k_deg16,2025-11-17T11:53:56.314665,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_4k_deg8,2025-11-17T11:53:56.323672,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_64k_deg16,2025-11-17T11:53:56.333746,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_dram_64k_deg8,2025-11-17T11:53:56.343306,68.0,3.86,61.68,1037.53
bfs_subarray_inorder_pcm_16k_deg16,2025-11-17T11:53:56.352782,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_16k_deg8,2025-11-17T11:53:56.362905,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_1k_deg16,2025-11-17T11:53:56.372319,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_1k_deg8,2025-11-17T11:53:56.381895,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_4k_deg16,2025-11-17T11:53:56.392366,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_4k_deg8,2025-11-17T11:53:56.402239,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_64k_deg16,2025-11-17T11:53:56.411790,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_pcm_64k_deg8,2025-11-17T11:53:56.420665,150.64,1.74,27.84,2298.65
bfs_subarray_inorder_reram_16k_deg16,2025-11-17T11:53:56.430063,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_16k_deg8,2025-11-17T11:53:56.439383,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_1k_deg16,2025-11-17T11:53:56.448441,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_1k_deg8,2025-11-17T11:53:56.458400,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_4k_deg16,2025-11-17T11:53:56.468159,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_4k_deg8,2025-11-17T11:53:56.477479,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_64k_deg16,2025-11-17T11:53:56.486905,43.54,6.02,96.32,664.42
bfs_subarray_inorder_reram_64k_deg8,2025-11-17T11:53:56.497042,43.54,6.02,96.32,664.42
bfs_subarray_inorder_sram_16k_deg16,2025-11-17T11:53:56.509601,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_16k_deg8,2025-11-17T11:53:56.519663,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_1k_deg16,2025-11-17T11:53:56.529448,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_1k_deg8,2025-11-17T11:53:56.538917,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_4k_deg16,2025-11-17T11:53:56.548317,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_4k_deg8,2025-11-17T11:53:56.557980,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_64k_deg16,2025-11-17T11:53:56.567549,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sram_64k_deg8,2025-11-17T11:53:56.577907,20.27,12.93,206.89,309.34
bfs_subarray_inorder_sttmram_16k_deg16,2025-11-17T11:53:56.588157,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_16k_deg8,2025-11-17T11:53:56.598534,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_1k_deg16,2025-11-17T11:53:56.609228,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_1k_deg8,2025-11-17T11:53:56.619948,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_4k_deg16,2025-11-17T11:53:56.629522,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_4k_deg8,2025-11-17T11:53:56.640087,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_64k_deg16,2025-11-17T11:53:56.651343,66.15,3.96,63.41,1009.3
bfs_subarray_inorder_sttmram_64k_deg8,2025-11-17T11:53:56.661329,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_dram_16k_deg16,2025-11-17T11:53:56.672043,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_16k_deg8,2025-11-17T11:53:56.682351,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_1k_deg16,2025-11-17T11:53:56.691813,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_1k_deg8,2025-11-17T11:53:56.701393,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_4k_deg16,2025-11-17T11:53:56.711431,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_4k_deg8,2025-11-17T11:53:56.720359,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_64k_deg16,2025-11-17T11:53:56.731385,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_dram_64k_deg8,2025-11-17T11:53:56.744014,68.0,3.86,61.68,1037.53
bfs_subarray_simple_alu_pcm_16k_deg16,2025-11-17T11:53:56.753012,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_16k_deg8,2025-11-17T11:53:56.762151,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_1k_deg16,2025-11-17T11:53:56.772121,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_1k_deg8,2025-11-17T11:53:56.780814,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_4k_deg16,2025-11-17T11:53:56.789737,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_4k_deg8,2025-11-17T11:53:56.798320,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_64k_deg16,2025-11-17T11:53:56.807387,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_pcm_64k_deg8,2025-11-17T11:53:56.816060,150.64,1.74,27.84,2298.65
bfs_subarray_simple_alu_reram_16k_deg16,2025-11-17T11:53:56.828124,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_16k_deg8,2025-11-17T11:53:56.838615,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_1k_deg16,2025-11-17T11:53:56.851030,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_1k_deg8,2025-11-17T11:53:56.862066,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_4k_deg16,2025-11-17T11:53:56.871849,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_4k_deg8,2025-11-17T11:53:56.881855,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_64k_deg16,2025-11-17T11:53:56.891675,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_reram_64k_deg8,2025-11-17T11:53:56.902361,43.54,6.02,96.32,664.42
bfs_subarray_simple_alu_sram_16k_deg16,2025-11-17T11:53:56.912089,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_16k_deg8,2025-11-17T11:53:56.922391,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_1k_deg16,2025-11-17T11:53:56.932506,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_1k_deg8,2025-11-17T11:53:56.942939,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_4k_deg16,2025-11-17T11:53:56.953000,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_4k_deg8,2025-11-17T11:53:56.962874,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_64k_deg16,2025-11-17T11:53:56.974004,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sram_64k_deg8,2025-11-17T11:53:56.986181,20.27,12.93,206.89,309.34
bfs_subarray_simple_alu_sttmram_16k_deg16,2025-11-17T11:53:56.997007,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_16k_deg8,2025-11-17T11:53:57.007089,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_1k_deg16,2025-11-17T11:53:57.016863,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_1k_deg8,2025-11-17T11:53:57.026531,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_4k_deg16,2025-11-17T11:53:57.036479,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_4k_deg8,2025-11-17T11:53:57.046052,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_64k_deg16,2025-11-17T11:53:57.058021,66.15,3.96,63.41,1009.3
bfs_subarray_simple_alu_sttmram_64k_deg8,2025-11-17T11:53:57.068296,66.15,3.96,63.41,1009.3
